Anomaly -1.0  if_stat ifpdt interfac jul state turn up xgigabitethernet
Anomaly -1.0  alarmid aug chang cid down ge ifnam ifnet interfac link linkdown_act mainifnam operstatu physic reason statu up
Anomaly -1.0  admin alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac physic pic reason sep statu vs
Anomaly -1.0  cardopticalinfo cid cr dbm down driver fc inform jan lfxfe optic power rx tx vs
Anomaly -1.0  attr bom dce desc down eb fc fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever chang cid dec down entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_act interfac physic pic port reason state statu vs
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever cid cleartyp entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_clear interfac jun physic pic reason service_resum statu up vs
Anomaly -1.0  adminstatu alarmid chang cid down gigabitethernet ifnam ifnet interfac link linkdown_act mai mainnam operstatu physic reason statu up vs
Anomaly -1.0  alarmid cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac jul physic pic reason service_resum slot statu up vs
Anomaly -1.0  card caus chang cid down driver hwportdownreason jan physic port possibl remote_fault slot statu vs xfc
Anomaly -1.0  attr ba bom dce desc down eb info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname tengigabitethernet timestamp valu wwn
Anomaly -1.0  adminstatu alarmid chang cid cleartyp gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam oct operstatu physic reason service_resum statu up vs
Anomaly -1.0  cardopticalinfo cid cr dbm down driver fc inform jun lfxfe optic power rx tx vs
Anomaly -1.0  cardopticalinfo cid cr dbm down driver fc inform lfxfe nov optic power rx slot tx vs
Anomaly -1.0  ethernet interfac state system up
Anomaly -1.0  alarmid chang cid down eth fail ge ifnam ifnet interfac lacp linkdown_act mainnam mar negoti operstatu reason statu trunk up
Anomaly -1.0  admin alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac mai physic pic reason statu vs
Anomaly -1.0  admin alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac mar physic pic reason statu vs
Anomaly -1.0  ethport gmt if_up interfac layer up
Anomaly -1.0  ethport gmt if_up interfac mode trunk up
Anomaly -1.0  alarmid aug chang cid cleartyp ge ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason service_resum statu up
Anomaly -1.0  alarmid aug cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac physic pic reason statu vs
Anomaly -1.0  alarmid chang cid cleartyp eth ge ifnam ifnet interfac link linkdown_clear mainifnam operstatu protocol reason sep service_resum statu trunk up
Anomaly -1.0  alarmid chang cid down eth ge ifnam ifnet interfac link linkdown_act mai mainnam operstatu physic reason statu trunk up
Anomaly -1.0  adminstatu alarmid aug chang cid down eth gigabitethernet ifnam ifnet interfac link linkdown_act mainnam operstatu physic reason statu trunk up vs
Anomaly -1.0  cardopticalinfo cid cr dbm down driver fc inform lfxfe oct optic power rx tx vs
Anomaly -1.0  adminstatu alarmid chang cid down gigabitethernet ifnam ifnet interfac link linkdown_act mainnam nov operstatu physic reason statu up vs
Anomaly -1.0  alarmid chang cid cleartyp eth ge ifnam ifnet interfac link linkdown_clear mainnam oct operstatu protocol reason service_resum statu trunk up
Anomaly -1.0  adminstatu alarmid chang cid cleartyp eth feb gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason service_resum statu trunk up vs
Anomaly -1.0  cardopticalinfo cid cr dbm down driver fc inform jun lbxf optic power rx tx vs
Anomaly -1.0  attr bom dce desc df down eb fortygigabitethernet info interfac interfacenam log msgid nsm protocol raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  attr bom ce dce desc down eb fortygigabitethernet info interfac interfacenam log msgid nsm protocol raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  down ha if_stat ifpdt interfac state turn xgigabitethernet
Anomaly -1.0  alarmid apr basetrapeventtyp basetrapprobablecaus basetrapsever cid cleartyp entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_clear interfac physic pic reason service_resum statu up vs
Anomaly -1.0  alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac mar physic pic reason statu vs
Anomaly -1.0  if_stat ifpdt interfac mai state turn up xgigabitethernet
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever chang cid down entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_act interfac nov physic pic port reason state statu vs
Anomaly -1.0  card caus chang cid down driver hwportdownreason jul local_fault pcs_fault physic port possibl slot statu vs xfc
Anomaly -1.0  alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac physic pic reason sep slot statu vs
Anomaly -1.0  down interfac line lineproto protocol state tengigabitethernet updown
Anomaly -1.0  if_stat ifpdt interfac jan state turn up xgigabitethernet
Anomaly -1.0  down gigabitethernet interfac link sp state updown
Anomaly -1.0  alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac nov physic pic reason statu vs
Anomaly -1.0  down ethernet ethport gmt if_down_channel_membership_update_in_progress interfac membership progress updat
Anomaly -1.0  arg attr bc bom dce desc down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  alarmid aug chang cid cleartyp ge ifnam ifnet interfac link linkdown_clear mainifnam operstatu physic reason service_resum statu up
Anomaly -1.0  alarmid chang cid cleartyp eth ge ifnam ifnet interfac jul link linkdown_clear mainifnam operstatu protocol reason service_resum statu trunk up
Anomaly -1.0  attr bd bom dce desc down fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  adminstatu alarmid chang cid down eth gigabitethernet ifnam ifnet interfac jun link linkdown_act mainnam operstatu physic reason statu trunk up vs
Anomaly -1.0  down ifnet interfac line link_updown protocol state vlan
Anomaly -1.0  alarmid chang cid dec down ge ifnam ifnet interfac link linkdown_act mainnam operstatu physic reason statu up
Anomaly -1.0  attr bb bom dce desc down fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  alarmid chang cid dec down eth ge ifnam ifnet interfac link linkdown_act mainnam operstatu physic reason statu trunk up
Anomaly -1.0  alarmid chang cid down eth ge ifnam ifnet interfac jul link linkdown_act mainifnam operstatu physic reason statu trunk up
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever chang cid down entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_act interfac jan physic pic port reason state statu vs
Anomaly -1.0  alarmid apr cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac physic pic reason service_resum statu up vs
Anomaly -1.0  attr bd bom cf dce desc down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  alarmid cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac jul physic pic reason service_resum statu up vs
Anomaly -1.0  alarmid chang cid cleartyp ge ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason sep service_resum statu up
Anomaly -1.0  alarmid aug chang cid down eth fail ge ifnam ifnet interfac lacp linkdown_act mainifnam negoti operstatu reason statu trunk up
Anomaly -1.0  adminstatu alarmid chang cid cleartyp eth gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam nov operstatu protocol reason service_resum statu trunk up vs
Anomaly -1.0  adminstatu alarmid chang cid cleartyp gigabitethernet ifnam ifnet interfac link linkdown_clear mai mainnam operstatu physic reason service_resum statu up vs
Anomaly -1.0  ifadminstatu ifindex ifnam ifoperstatu mib snmp_trap_link_down up xe
Anomaly -1.0  alarmid chang cid cleartyp eth ge ifnam ifnet interfac link linkdown_clear mainnam operstatu protocol reason sep service_resum statu trunk up
Anomaly -1.0  admin alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac jul physic pic reason slot statu vs
Anomaly -1.0  alarmid chang cid cleartyp eth ge ifnam ifnet interfac link linkdown_clear mainifnam oct operstatu protocol reason service_resum statu trunk up
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever chang cid down entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_act interfac physic pic port reason sep state statu vs
Anomaly -1.0  adminstatu alarmid aug chang cid down gigabitethernet ifnam ifnet interfac link linkdown_act mainnam operstatu physic reason statu up vs
Anomaly -1.0  gigabitethernet ha if_stat ifnet ilo interfac state turn up
Anomaly -1.0  apr card caus chang cid down driver hwportdownreason local_fault pcs_fault physic port possibl slot statu vs xfc
Anomaly -1.0  alarmid cid cleartyp dec entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac physic pic reason service_resum slot statu up vs
Anomaly -1.0  attr bom cf dce desc down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  arg attr bom dce desc eb fortygigabitethernet info interfac interfacenam log msgid nsm raslog raslogd seqnum sever swname timestamp up valu wwn
Anomaly -1.0  alarmid aug chang cid down eth ge ifnam ifnet interfac link linkdown_act mainifnam operstatu physic reason statu trunk up
Anomaly -1.0  alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac jul physic pic reason slot statu vs
Anomaly -1.0  chang down gigabitethernet phy phy_status_up slot statu vcpu
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever cid cleartyp dec entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_clear interfac physic pic reason service_resum slot statu up vs
Anomaly -1.0  card caus chang cid down driver hwportdownreason local_fault mai physic port possibl remote_fault slot statu vs xfc
Anomaly -1.0  ethernet interfac link state system
Anomaly -1.0  card caus chang cid dec down driver hwportdownreason physic port possibl remote_fault slot statu vs xfc
Anomaly -1.0  attr bom dce desc down ea eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  down interfac sif state te
Anomaly -1.0  alarmid chang cid cleartyp dec ge ifnam ifnet interfac link linkdown_clear mainifnam operstatu physic reason service_resum statu up
Anomaly -1.0  alarmid chang cid down ge ifnam ifnet interfac link linkdown_act mainnam operstatu physic reason sep statu up
Anomaly -1.0  gigabitethernet ifnet link phy_updown statu ten
Anomaly -1.0  attr bom cc dce desc down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  card caus chang cid dec down driver hwportdownreason local_fault pcs_fault physic port possibl slot statu vs xfc
Anomaly -1.0  aug card caus chang cid down driver hwportdownreason physic port possibl remote_fault slot statu vs xfc
Anomaly -1.0  alarmid chang cid cleartyp eth feb ge ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason service_resum statu trunk up
Anomaly -1.0  ifnet link phy_updown statu up
Anomaly -1.0  alarmid cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac mai physic pic reason service_resum statu up vs
Anomaly -1.0  card caus chang cid down driver feb hwportdownreason physic port possibl remote_fault slot statu vs xfc
Anomaly -1.0  adminstatu alarmid chang cid cleartyp eth gigabitethernet ifnam ifnet interfac link linkdown_clear mai mainnam operstatu physic reason service_resum statu trunk up vs
Anomaly -1.0  chang cid down ge ifnam ifnet interfac link linkdown mainnam nov oid operstatu physic reason statu up
Anomaly -1.0  ifindex ifnam ifoperstatu mib snmp_trap_link_up up xe
Anomaly -1.0  af alarmid aug cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac physic pic reason slot statu vs
Anomaly -1.0  adminstatu alarmid chang cid down feb gigabitethernet ifnam ifnet interfac link linkdown_act mainnam operstatu physic reason statu up vs
Anomaly -1.0  alarmid chang cid cleartyp ge ifnam ifnet interfac link linkdown_clear mainifnam nov operstatu physic reason service_resum statu up
Anomaly -1.0  down error ethernet ethport gmt if_down_error_dis interfac intern reason
Anomaly -1.0  fortygig ifnet interfac line link_updown protocol
Anomaly -1.0  devip down gigabitethernet ifnet link link_updown statu ten
Anomaly -1.0  attr bom dce dd desc down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  card caus chang cid down driver hwportdownreason local_fault mar physic port possibl slot statu vs xfc
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever cid cleartyp entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_clear interfac oct physic pic reason service_resum statu up vs
Anomaly -1.0  gigabitethernet jul phy phy_status_up slot statu up vcpu
Anomaly -1.0  ifnet interfac line link_updown protocol state up vlan
Anomaly -1.0  devip gigabitethernet ifnet link link_updown statu ten up
Anomaly -1.0  card caus chang cid down driver feb hwportdownreason physic port possibl slot statu vs xfc
Anomaly -1.0  alarmid chang cid down ge ifnam ifnet interfac jul link linkdown_act mainnam operstatu physic reason statu up
Anomaly -1.0  gigabitethernet ifnet interfac line link_updown protocol ten up
Anomaly -1.0  attr bom dce desc down eb ee fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  alarmid aug chang cid down eth ge ifnam ifnet interfac link linkdown_act mainnam operstatu physic reason statu trunk up
Anomaly -1.0  alarmid chang cid down ge ifnam ifnet interfac link linkdown_act mainifnam operstatu physic reason sep statu up
Anomaly -1.0  alarmid cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac jun physic pic reason service_resum statu up vs
Anomaly -1.0  interfac pica_sif sif state te up
Anomaly -1.0  attr bom dce desc df down fortygigabitethernet info interfac interfacenam log msgid nsm protocol raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  attr bom dce desc df down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  alarmid aug basetrapeventtyp basetrapprobablecaus basetrapsever chang cid down entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_act interfac physic pic port reason state statu vs
Anomaly -1.0  alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac oct physic pic reason slot statu vs
Anomaly -1.0  interfac qe sif state up
Anomaly -1.0  card caus chang cid down driver hwportdownreason mar pcs_fault physic port possibl slot statu vs xfc
Anomaly -1.0  arg attr bc bom dce desc down eb fortygigabitethernet info interfac interfacenam log msgid nsm protocol raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  alarmid chang cid down ge ifnam ifnet interfac link linkdown_act mainnam nov operstatu physic reason statu up
Anomaly -1.0  alarmid aug chang cid cleartyp eth ge ifnam ifnet interfac link linkdown_clear mainnam operstatu protocol reason service_resum statu trunk up
Anomaly -1.0  alarmid chang cid dec down ge ifnam ifnet interfac link linkdown_act mainifnam operstatu physic reason statu up
Anomaly -1.0  arg attr bom dce desc down eb fortygigabitethernet info interfac interfacenam log msgid nsm protocol raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  feb gigabitethernet phy phy_status_up slot statu up vcpu
Anomaly -1.0  cardopticalinfo cid cr dbm dec down driver fc inform lbxf optic power rx tx vs
Anomaly -1.0  ifnet link statu ten up updown
Anomaly -1.0  attr bc bom dce desc down fd fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  adminstatu alarmid chang cid cleartyp dec eth gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason service_resum statu trunk up vs
Anomaly -1.0  gigabitethernet ifnet link link_updown statu ten
Anomaly -1.0  alarmid chang cid cleartyp eth feb ge ifnam ifnet interfac link linkdown_clear mainnam operstatu protocol reason service_resum statu trunk up
Anomaly -1.0  alarmid chang cid down eth ge ifnam ifnet interfac jan link linkdown_act mainnam operstatu physic reason statu trunk up
Anomaly -1.0  fortygig ifnet link phy_updown statu
Anomaly -1.0  adminstatu alarmid chang cid down gigabitethernet ifnam ifnet interfac link linkdown_act mainnam mar operstatu physic reason statu up vs
Anomaly -1.0  alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac jun physic pic reason statu vs
Anomaly -1.0  admin alarmid apr cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac physic pic reason statu vs
Anomaly -1.0  adminstatu alarmid chang cid cleartyp dec gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason service_resum statu up vs
Anomaly -1.0  arg attr bom dce desc down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  ethernet ethport gmt if_down_initi initi interfac
Anomaly -1.0  ifnet link link_updown statu ten up
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever cid cleartyp entityphysicalindex entphysicalnam fc gigabitethernet hwportphysicaldown_clear interfac nov physic pic reason service_resum slot statu up vs
Anomaly -1.0  card caus chang cid down driver hwportdownreason lo mai physic port possibl slot statu vs xfc
Anomaly -1.0  admin alarmid cid dec down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac physic pic reason slot statu vs
Anomaly -1.0  chang cid ge ifnam ifnet interfac link linkup mainnam nov oid operstatu physic reason statu up
Anomaly -1.0  alarmid chang cid cleartyp ge ifnam ifnet interfac jan link linkdown_clear mainnam operstatu physic reason service_resum statu up
Anomaly -1.0  adminstatu alarmid chang cid down gigabitethernet ifnam ifnet interfac link linkdown_act mainnam oct operstatu physic reason statu up vs
Anomaly -1.0  adminstatu alarmid chang cid cleartyp gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam mar operstatu physic reason service_resum statu up vs
Anomaly -1.0  card caus chang cid down driver feb hwportdownreason pcs_fault physic port possibl slot statu vs xfc
Anomaly -1.0  gigabitethernet oct phy phy_status_up slot statu up vcpu
Anomaly -1.0  interfac line lineproto protocol sp state tengigabitethernet up updown
Anomaly -1.0  adminstatu alarmid chang cid cleartyp gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason sep service_resum statu up vs
Anomaly -1.0  apr card caus chang cid down driver hwportdownreason physic port possibl remote_fault slot statu vs xfc
Anomaly -1.0  af alarmid aug cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac physic pic reason service_resum slot statu up vs
Anomaly -1.0  attr bom cd dce desc down ea fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  admin alarmid cid down entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_act interfac jul physic pic reason statu vs
Anomaly -1.0  chang gigabitethernet phy phy_status_up slot statu up vcpu
Anomaly -1.0  alarmid basetrapeventtyp basetrapprobablecaus basetrapsever chang cid down entityphysicalindex entphysicalnam fc feb gigabitethernet hwportphysicaldown_act interfac physic pic port reason state statu vs
Anomaly -1.0  admin alarmid cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac mar physic pic reason service_resum statu up vs
Anomaly -1.0  alarmid chang cid cleartyp eth ge ifnam ifnet interfac jan link linkdown_clear mainnam operstatu protocol reason service_resum statu trunk up
Anomaly -1.0  adminstatu alarmid chang cid cleartyp eth gigabitethernet ifnam ifnet interfac link linkdown_clear mainnam operstatu physic reason sep service_resum statu trunk up vs
Anomaly -1.0  alarmid cid cleartyp entityphysicalindex entitytrapfaultid entphysicalindex entphysicalnam fc gigabitethernet hwportdown_clear interfac nov physic pic reason service_resum statu up vs
Anomaly -1.0  arg attr bom dce desc down eb fortygigabitethernet info interfac interfacenam link log msgid nsm raslog raslogd seqnum sever swname timestamp valu wwn
Anomaly -1.0  down interfac pica_sif sif state te
Anomaly -1.0  alarmid chang cid down ge ifnam ifnet interfac linkdown_act mainifnam operstatu reason sep shut statu
Anomaly 1.0  alarmid chang cid cleartyp ge ifnam ifnet interfac jan link linkdown_clear mainnam operstatu physic reason service_resum statu up
Anomaly 1.0  alarmid chang cid cleartyp eth ge ifnam ifnet interfac link linkdown_clear mainnam mar operstatu physic reason service_resum statu trunk up
Anomaly 1.0  gigabitethernet ilo port port_up statu turn up
